Time(s),PosX(m),PosY(m),VelX(m/s),VelY(m/s)
26.220,2590.699,252.439,51.742,-101.142
26.230,2591.216,251.427,51.715,-101.189
26.240,2591.733,250.414,51.689,-101.235
26.250,2592.250,249.401,51.663,-101.282
26.260,2592.766,248.388,51.636,-101.328
26.270,2593.282,247.374,51.610,-101.375
26.280,2593.798,246.360,51.584,-101.421
26.290,2594.314,245.346,51.557,-101.467
26.300,2594.829,244.330,51.531,-101.514
26.310,2595.344,243.315,51.505,-101.560
26.320,2595.859,242.299,51.478,-101.606
26.330,2596.373,241.282,51.452,-101.652
26.340,2596.887,240.265,51.426,-101.698
26.350,2597.401,239.248,51.399,-101.744
26.360,2597.915,238.230,51.373,-101.790
26.370,2598.429,237.212,51.347,-101.836
26.380,2598.942,236.193,51.320,-101.882
26.390,2599.455,235.173,51.294,-101.928
26.400,2599.967,234.154,51.268,-101.974
26.410,2600.480,233.134,51.242,-102.020
26.420,2600.992,232.113,51.215,-102.065
26.430,2601.504,231.092,51.189,-102.111
26.440,2602.016,230.070,51.163,-102.157
26.450,2602.527,229.048,51.137,-102.202
26.460,2603.038,228.026,51.110,-102.248
26.470,2603.549,227.003,51.084,-102.294
26.480,2604.059,225.979,51.058,-102.339
26.490,2604.570,224.956,51.032,-102.384
26.500,2605.080,223.931,51.005,-102.430
26.510,2605.590,222.906,50.979,-102.475
26.520,2606.099,221.881,50.953,-102.521
26.530,2606.608,220.856,50.927,-102.566
26.540,2607.117,219.829,50.900,-102.611
26.550,2607.626,218.803,50.874,-102.656
26.560,2608.135,217.776,50.848,-102.701
26.570,2608.643,216.748,50.822,-102.747
26.580,2609.151,215.721,50.795,-102.792
26.590,2609.658,214.692,50.769,-102.837
26.600,2610.166,213.663,50.743,-102.882
26.610,2610.673,212.634,50.717,-102.927
26.620,2611.180,211.604,50.691,-102.972
26.630,2611.687,210.574,50.665,-103.016
26.640,2612.193,209.544,50.638,-103.061
26.650,2612.699,208.513,50.612,-103.106
26.660,2613.205,207.481,50.586,-103.151
26.670,2613.711,206.449,50.560,-103.196
26.680,2614.216,205.417,50.534,-103.240
26.690,2614.721,204.384,50.507,-103.285
26.700,2615.226,203.351,50.481,-103.329
26.710,2615.730,202.317,50.455,-103.374
26.720,2616.235,201.283,50.429,-103.418
26.730,2616.739,200.248,50.403,-103.463
26.740,2617.242,199.213,50.377,-103.507
26.750,2617.746,198.177,50.351,-103.552
26.760,2618.249,197.141,50.324,-103.596
26.770,2618.752,196.105,50.298,-103.640
26.780,2619.255,195.068,50.272,-103.684
26.790,2619.757,194.031,50.246,-103.729
26.800,2620.260,192.993,50.220,-103.773
26.810,2620.762,191.955,50.194,-103.817
26.820,2621.263,190.916,50.168,-103.861
26.830,2621.765,189.877,50.142,-103.905
26.840,2622.266,188.838,50.116,-103.949
26.850,2622.767,187.798,50.090,-103.993
26.860,2623.267,186.758,50.063,-104.037
26.870,2623.768,185.717,50.037,-104.081
26.880,2624.268,184.675,50.011,-104.125
26.890,2624.768,183.634,49.985,-104.168
26.900,2625.267,182.592,49.959,-104.212
26.910,2625.767,181.549,49.933,-104.256
26.920,2626.266,180.506,49.907,-104.300
26.930,2626.764,179.463,49.881,-104.343
26.940,2627.263,178.419,49.855,-104.387
26.950,2627.761,177.375,49.829,-104.430
26.960,2628.259,176.330,49.803,-104.474
26.970,2628.757,175.285,49.777,-104.517
26.980,2629.255,174.239,49.751,-104.561
26.990,2629.752,173.193,49.725,-104.604
27.000,2630.249,172.146,49.699,-104.647
27.010,2630.746,171.100,49.673,-104.691
27.020,2631.242,170.052,49.647,-104.734
27.030,2631.738,169.004,49.621,-104.777
27.040,2632.234,167.956,49.595,-104.820
27.050,2632.730,166.908,49.569,-104.863
27.060,2633.225,165.859,49.543,-104.906
27.070,2633.720,164.809,49.517,-104.950
27.080,2634.215,163.759,49.491,-104.993
27.090,2634.710,162.709,49.465,-105.035
27.100,2635.204,161.658,49.439,-105.078
27.110,2635.699,160.607,49.413,-105.121
27.120,2636.192,159.555,49.387,-105.164
27.130,2636.686,158.503,49.361,-105.207
27.140,2637.179,157.451,49.335,-105.250
27.150,2637.672,156.398,49.309,-105.292
27.160,2638.165,155.344,49.283,-105.335
27.170,2638.658,154.291,49.257,-105.378
27.180,2639.150,153.236,49.231,-105.420
27.190,2639.642,152.182,49.205,-105.463
27.200,2640.134,151.127,49.179,-105.505
27.210,2640.626,150.071,49.153,-105.548
27.220,2641.117,149.015,49.128,-105.590
27.230,2641.608,147.959,49.102,-105.633
27.240,2642.099,146.902,49.076,-105.675
27.250,2642.589,145.845,49.050,-105.717
27.260,2643.079,144.787,49.024,-105.759
27.270,2643.569,143.729,48.998,-105.802
27.280,2644.059,142.671,48.972,-105.844
27.290,2644.548,141.612,48.946,-105.886
27.300,2645.038,140.553,48.920,-105.928
27.310,2645.527,139.493,48.895,-105.970
27.320,2646.015,138.433,48.869,-106.012
27.330,2646.504,137.372,48.843,-106.054
27.340,2646.992,136.312,48.817,-106.096
27.350,2647.480,135.250,48.791,-106.138
27.360,2647.967,134.188,48.765,-106.180
27.370,2648.455,133.126,48.739,-106.222
27.380,2648.942,132.063,48.714,-106.263
27.390,2649.429,131.000,48.688,-106.305
27.400,2649.915,129.937,48.662,-106.347
27.410,2650.402,128.873,48.636,-106.388
27.420,2650.888,127.809,48.610,-106.430
27.430,2651.374,126.744,48.584,-106.472
27.440,2651.859,125.679,48.559,-106.513
27.450,2652.345,124.613,48.533,-106.555
27.460,2652.830,123.547,48.507,-106.596
27.470,2653.315,122.481,48.481,-106.637
27.480,2653.799,121.414,48.455,-106.679
27.490,2654.283,120.347,48.430,-106.720
27.500,2654.767,119.279,48.404,-106.761
27.510,2655.251,118.211,48.378,-106.803
27.520,2655.735,117.143,48.352,-106.844
27.530,2656.218,116.074,48.327,-106.885
27.540,2656.701,115.005,48.301,-106.926
27.550,2657.184,113.935,48.275,-106.967
27.560,2657.666,112.865,48.249,-107.008
27.570,2658.149,111.795,48.224,-107.049
27.580,2658.631,110.724,48.198,-107.090
27.590,2659.112,109.652,48.172,-107.131
27.600,2659.594,108.581,48.147,-107.172
27.610,2660.075,107.509,48.121,-107.213
27.620,2660.556,106.436,48.095,-107.253
27.630,2661.037,105.363,48.069,-107.294
27.640,2661.517,104.290,48.044,-107.335
27.650,2661.997,103.216,48.018,-107.375
27.660,2662.477,102.142,47.992,-107.416
27.670,2662.957,101.067,47.967,-107.457
27.680,2663.436,99.992,47.941,-107.497
27.690,2663.915,98.917,47.915,-107.538
27.700,2664.394,97.841,47.890,-107.578
27.710,2664.873,96.765,47.864,-107.619
27.720,2665.351,95.688,47.838,-107.659
27.730,2665.829,94.611,47.813,-107.699
27.740,2666.307,93.534,47.787,-107.740
27.750,2666.785,92.456,47.761,-107.780
27.760,2667.262,91.378,47.736,-107.820
27.770,2667.739,90.299,47.710,-107.860
27.780,2668.216,89.220,47.684,-107.900
27.790,2668.693,88.141,47.659,-107.940
27.800,2669.169,87.061,47.633,-107.981
27.810,2669.645,85.981,47.608,-108.021
27.820,2670.121,84.900,47.582,-108.060
27.830,2670.597,83.819,47.556,-108.100
27.840,2671.072,82.738,47.531,-108.140
27.850,2671.547,81.656,47.505,-108.180
27.860,2672.022,80.574,47.480,-108.220
27.870,2672.496,79.491,47.454,-108.260
27.880,2672.971,78.408,47.428,-108.299
27.890,2673.445,77.325,47.403,-108.339
27.900,2673.918,76.241,47.377,-108.379
27.910,2674.392,75.157,47.352,-108.418
27.920,2674.865,74.072,47.326,-108.458
27.930,2675.338,72.987,47.301,-108.498
27.940,2675.811,71.902,47.275,-108.537
27.950,2676.283,70.816,47.250,-108.576
27.960,2676.756,69.730,47.224,-108.616
27.970,2677.228,68.644,47.199,-108.655
27.980,2677.699,67.557,47.173,-108.695
27.990,2678.171,66.469,47.148,-108.734
28.000,2678.642,65.382,47.122,-108.773
28.010,2679.113,64.293,47.097,-108.812
28.020,2679.584,63.205,47.071,-108.851
28.030,2680.054,62.116,47.046,-108.891
28.040,2680.524,61.027,47.020,-108.930
28.050,2680.994,59.937,46.995,-108.969
28.060,2681.464,58.847,46.969,-109.008
28.070,2681.933,57.757,46.944,-109.047
28.080,2682.403,56.666,46.918,-109.086
28.090,2682.872,55.574,46.893,-109.124
28.100,2683.340,54.483,46.867,-109.163
28.110,2683.809,53.391,46.842,-109.202
28.120,2684.277,52.298,46.816,-109.241
28.130,2684.745,51.206,46.791,-109.280
28.140,2685.212,50.112,46.766,-109.318
28.150,2685.680,49.019,46.740,-109.357
28.160,2686.147,47.925,46.715,-109.396
28.170,2686.614,46.831,46.689,-109.434
28.180,2687.080,45.736,46.664,-109.473
28.190,2687.547,44.641,46.638,-109.511
28.200,2688.013,43.545,46.613,-109.550
28.210,2688.479,42.449,46.588,-109.588
28.220,2688.944,41.353,46.562,-109.626
28.230,2689.410,40.256,46.537,-109.665
28.240,2689.875,39.159,46.512,-109.703
28.250,2690.340,38.062,46.486,-109.741
28.260,2690.804,36.964,46.461,-109.779
28.270,2691.269,35.866,46.436,-109.818
28.280,2691.733,34.767,46.410,-109.856
28.290,2692.197,33.668,46.385,-109.894
28.300,2692.660,32.569,46.359,-109.932
28.310,2693.124,31.469,46.334,-109.970
28.320,2693.587,30.369,46.309,-110.008
28.330,2694.050,29.269,46.284,-110.046
28.340,2694.512,28.168,46.258,-110.084
28.350,2694.974,27.067,46.233,-110.121
28.360,2695.437,25.965,46.208,-110.159
28.370,2695.898,24.863,46.182,-110.197
28.380,2696.360,23.761,46.157,-110.235
28.390,2696.821,22.658,46.132,-110.272
28.400,2697.282,21.555,46.106,-110.310
28.410,2697.743,20.452,46.081,-110.348
28.420,2698.204,19.348,46.056,-110.385
28.430,2698.664,18.244,46.031,-110.423
28.440,2699.124,17.139,46.005,-110.460
28.450,2699.584,16.034,45.980,-110.498
28.460,2700.043,14.929,45.955,-110.535
28.470,2700.503,13.823,45.930,-110.572
28.480,2700.962,12.717,45.904,-110.610
28.490,2701.421,11.610,45.879,-110.647
28.500,2701.879,10.504,45.854,-110.684
28.510,2702.337,9.396,45.829,-110.722
28.520,2702.795,8.289,45.804,-110.759
28.530,2703.253,7.181,45.778,-110.796
28.540,2703.711,6.072,45.753,-110.833
28.550,2704.168,4.964,45.728,-110.870
28.560,2704.625,3.855,45.703,-110.907
28.570,2705.082,2.745,45.678,-110.944
28.580,2705.538,1.635,45.653,-110.981
28.590,2705.995,0.525,45.627,-111.018
